16,40,56,1,4,400,14,362,445,425,449,421,425,409,419,0.027755102,176.8163265
16,9,18,1,7,1000,14,742,969,1133,1094,1097,1078,1117,1046,0.039306122,2578.204082
16,8,9,1,7,1000,14,1142,991,1027,967,1051,961,1108,1073,0.044938776,2641.102041
16,9,32,1,7,1000,15,1689,953,959,965,961,1061,1012,965,0.030979592,1361.346939
16,11,1,1,5,400,14,436,489,471,491,502,455,484,496,0.03,221.7142857
16,40,56,1,4,400,14,362,445,425,449,421,425,409,419,0.027755102,176.8163265
17,29,14,1,4,1000,10,1001,967,1080,1027,1011,1027,944,989,0.034081633,1719.387755
18,40,28,1,4,400,14,821,390,429,424,420,461,422,429,0.031428571,369.7142857
18,40,56,1,4,400,12,422,414,425,412,424,455,431,435,0.026428571,180.5714286
18,41,26,1,4,400,13,403,437,457,424,391,429,444,402,0.044183673,459.9183673
18,42,22,1,4,500,13,580,506,511,571,513,529,556,544,0.041387755,531.8367347
18,45,54,1,4,500,14,469,606,505,588,537,480,523,484,0.077387755,2064.979592
18,47,12,1,4,500,14,1077,431,561,517,546,542,535,548,0.059102041,1650.204082
18,48,15,1,4,600,14,781,634,670,627,665,712,693,643,0.041088435,841.3877551
18,48,50,1,4,600,14,587,658,630,597,662,647,629,657,0.03047619,459.4285714
18,49,28,1,4,600,14,586,623,648,638,593,637,611,512,0.053673469,1858.693878
18,50,24,1,4,700,15,777,696,784,770,768,711,689,702,0.05212828,1418.244898
18,51,2,1,4,700,14,685,758,724,729,724,784,710,727,0.028104956,554.244898
18,51,48,1,4,700,15,635,688,718,758,790,746,692,769,0.046472303,1305.918367
18,52,27,1,4,800,14,727,861,874,876,861,782,789,754,0.056938776,2244.408163
18,53,31,1,4,800,14,757,887,809,865,794,835,822,870,0.036122449,1022.77551
18,54,27,1,4,800,14,770,769,803,820,866,784,773,757,0.036071429,1206.857143
18,56,25,1,4,900,20,806,863,920,915,895,902,987,789,0.04462585,3113.265306
18,57,30,1,4,900,14,971,947,972,921,1011,843,857,951,0.052562358,3146.408163
18,58,26,1,4,900,15,851,1007,,982,1045,927,1874,940,0.275864198,96442.69048
18,59,23,1,4,1000,15,1014,1056,1003,1049,1081,934,1002,976,0.04077551,2226.530612
18,25,25,1,7.5,700,14,1274,1179,1599,1296,1447,1392,1436,1154,0.181107872,21534.53061
18,30,6,1,5,1000,27,787,836,976,833,936,838,760,785,0.059428571,5171.142857
18,40,28,1,4,400,14,821,390,429,424,420,461,422,429,0.031428571,369.7142857
18,40,56,1,4,400,12,422,414,425,412,424,455,431,435,0.026428571,180.5714286
18,41,26,1,4,400,13,403,437,457,424,391,429,444,402,0.044183673,459.9183673
18,42,22,1,4,500,13,580,506,511,571,513,529,556,544,0.041387755,531.8367347
19,0,49,1,4,1000,15,910,1036,986,1005,1124,1089,959,1044,0.044040816,2856.489796
19,1,41,1,4,1000,15,964,988,1033,1096,1063,1046,1088,1053,0.025795918,1120.816327
19,45,44,1,4,1000,19,952,1023,938,1046,1026,1058,1000,956,0.036040816,1735.632653
19,21,44,1,7,1000,16,991,905,990,939,990,938,975,962,0.025428571,845.1428571
19,23,3,1,5,900,11,903,911,966,975,1036,941,813,882,0.06031746,4429.142857
19,6,49,1,7.5,1000,15,797,887,898,929,970,920,965,917,0.024081633,840.8163265
19,9,7,1,7,1000,11,1019,981,950,936,922,919,1022,986,0.031632653,1251.387755
19,11,12,1,7,1000,11,1021,886,1043,1000,1008,878,1017,1132,0.064489796,6760.122449
19,12,54,1,7,600,19,650,606,621,625,632,646,586,531,0.046258503,1269.061224
20,35,7,1,7,1000,14,833,847,1036,940,958,926,971,934,0.037510204,2747.959184
21,46,25,1,7,1000,11,961,1005,923,964,978,935,1004,1011,0.028816327,1066.77551
23,34,8,1,4,1000,14,994,992,973,1102,1046,1020,1029,1021,0.028163265,1458.693878
