0,22,58,1,7,800,12,1072,734,811,854,856,836,835,846,0.037193878,1562.816327
1,46,7,1,8,600,12,588,627,511,557,552,526,537,571,0.043673469,1221.673469
7,48,12,1,5,1000,12,815,1024,1061,946,1054,1026,977,1054,0.033591837,1624.204082
7,49,21,1,6,500,9,405,456,429,446,444,418,429,420,0.024163265,175.3877551
8,3,48,1,7,1000,13,939,961,983,1000,1026,1027,985,965,0.021632653,609.1020408
8,40,7,1,7,900,14,892,904,1021,918,1011,970,964,974,0.035555556,1611.714286
8,40,7,1,7,900,14,892,904,1021,918,1011,970,964,974,0.035555556,1611.714286
9,35,9,1,4,1000,19,800,866,793,846,781,769,802,775,0.029387755,1189.387755
9,58,14,1,7,1000,20,1115,951,1074,1036,1055,930,1016,1014,0.040204082,2389.265306
9,20,16,1,5,600,13,516,613,592,637,582,578,611,734,0.061428571,2485.714286
9,12,43,1,6,800,11,862,873,895,889,782,828,913,837,0.047040816,1811.387755
9,33,8,1,6,1000,9,881,709,867,876,857,888,841,815,0.042367347,3185.836735
10,39,49,1,7,1000,17,890,966,1134,1063,1163,1005,1137,1046,0.061061224,4688.244898
10,38,55,1,5,1000,12,953,1041,1092,1097,1155,1130,1019,1004,0.047591837,2786.693878
10,3,53,1,6,800,15,828,873,841,878,920,943,786,798,0.058265306,2944.489796
11,47,57,1,4,1000,10,757,940,901,988,911,923,899,910,0.022530612,838.5306122
11,23,41,1,8,400,20,500,575,510,547,550,523,547,530,0.041326531,387.3469388
11,25,41,0,8,1000,9,925,964,1033,1036,975,960,998,985,0.025142857,827.4285714
11,28,0,1,6,500,11,558,582,601,520,542,578,452,480,0.089877551,2655.387755
11,29,15,0,7,800,8,896,967,1007,978,1052,997,1051,997,0.031785714,943.1428571
11,31,36,1,7,500,16,434,515,525,503,532,538,498,530,0.025387755,198.6938776
11,34,5,1,7.5,1000,12,854,1132,874,914,933,889,899,912,0.055959184,6700.979592
11,37,29,1,6,666,11,714,776,759,789,776,708,760,792,0.030091316,693.3469388
11,40,26,1,4.5,500,14,394,450,461,417,460,464,475,438,0.029387755,320.4081633
11,41,37,1,7,564,10,671,613,624,810,600,575,649,588,0.093718338,5490.285714
11,43,40,1,6,1000,12,852,866,789,863,822,822,854,884,0.027306122,932.6938776
12,32,9,1,5,900,14,780,913,965,906,967,959,858,916,0.035600907,1369.061224
12,33,17,1,8,800,13,819,675,743,739,797,790,775,704,0.044132653,1748.693878
13,2,8,1,7,1000,16,866,1020,1029,989,1032,946,868,971,0.043673469,2937.632653
13,57,51,1,7,1000,20,1218,851,978,897,927,976,990,907,0.042040816,2264.489796
13,49,19,1,5,900,13,1377,869,948,900,911,917,934,962,0.026530612,833.5510204
13,2,8,1,7,1000,16,866,1020,1029,989,1032,946,868,971,0.043673469,2937.632653
15,47,22,1,8,800,15,908,819,885,853,890,804,822,765,0.045,1732.571429
15,33,9,1,4,600,16,866,458,517,568,521,545,571,486,0.053741497,1491.918367
15,33,49,1,4,900,13,936,1033,1067,1098,1075,1106,1067,1045,0.021768707,588.122449
15,34,38,1,4,700,12,999,767,873,933,924,912,889,954,0.061399417,3276.408163
15,42,38,1,4,600,13,579,621,659,586,655,658,671,593,0.049591837,1023.061224
15,48,51,1,4,800,14,792,852,926,874,933,959,876,920,0.041122449,1281.918367
15,49,47,1,4,1000,13,908,968,971,1052,989,1085,1048,1053,0.040897959,1870.204082
15,50,45,1,4,700,13,833,746,752,825,791,779,774,750,0.030029155,679.8367347
